Case Num,CA-LOS ANGELES,CA-LOS GATOS,CA-SAN DIEGO,CA-WALNUT CREEK,DE-WILMINGTON,FL-CLEARWATER,IL-CHICAGO,MA-FRAMINGHAM,MA-SPRINGFIELD,MI-ANN ARBOR,NC-CHARLOTTE,NY-BUFFALO,NY-NEW YORK CITY,OH-COLUMBUS,OH-CLEVELAND HEIGHTS,OH-TOLEDO,PA-PHILADELPHIA,PA-PITTSBURGH,WA-KENT,WI-MADISON,FL-Lauderdale Lakes
3771,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,NA
3772,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,NA
3776,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,NA
3777,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,NA
3790,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,NA
3791,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,NA
3792,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,NA
3793,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,NA
3794,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,NA
3795,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,NA
3813,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,NA
3840,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,NA
3849,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,NA
3850,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,NA
3862,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,NA
3863,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,NA
3864,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,NA
3867,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,NA
3869,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,NA
3870,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,NA
3871,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,NA
3872,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,NA
3873,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,NA
3875,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,NA
3876,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,NA
3877,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,NA
3878,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,NA
3879,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,NA
3882,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,NA
3883,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,NA
3884,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,NA
3885,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,NA
3886,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,NA
3893,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,NA
3897,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,NA
3917,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,NA
3918,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,NA
3920,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,NA
3923,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,NA
3924,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,NA
3928,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,NA
3932,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,NA
3934,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,NA
3936,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,NA
3938,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,NA
3941,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,NA
3942,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,NA
3943,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,NA
3945,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,NA
3958,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,NA
3962,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,NA
3963,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,NA
3967,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,NA
3969,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,NA
3972,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,NA
3973,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,NA
3986,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,NA
3987,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,NA
3990,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,NA
3991,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,NA
3992,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,NA
3995,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,NA
3996,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,NA
3999,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,NA
4006,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,NA
4014,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,NA
4017,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,NA
4036,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,NA
4040,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,NA
4042,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,NA
4044,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,NA
4188,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,NA
4191,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,NA
4193,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA
4194,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA
4195,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA
4196,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA
4198,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,NA
4199,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,NA
4201,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,NA
4208,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,NA
4211,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,NA
4212,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,NA
4213,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,NA
4215,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,NA
4216,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,NA
4222,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA
4242,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,NA
4243,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,NA
4293,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,NA
4295,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,NA
4296,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,NA
4300,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,NA
4332,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,NA
4334,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,NA
4336,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,NA
4337,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,NA
4338,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,NA
4339,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,NA
4340,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,NA
4341,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,NA
4342,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,NA
4356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4456,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,NA
4469,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,NA
4519,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,NA
4603,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,NA
4699,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,NA
4718,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,NA
4722,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,NA
4733,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,NA
4748,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,NA
4783,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,NA
4813,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,NA
4818,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,NA
4886,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,NA
4896,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,NA
4897,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,NA
4898,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,NA
4902,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,NA
4910,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,NA
4915,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,NA
4925,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,NA
4933,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,NA
4951,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,NA
4952,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,NA
4953,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,NA
4954,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,NA
4955,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,NA
4992,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,NA
4996,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,NA
6603,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,NA
6608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6610,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NA
6614,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,NA
6615,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,NA
6616,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,NA
6617,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,NA
6618,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,NA
6619,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,NA
6620,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,NA
6623,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,NA
6624,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,NA
6625,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,NA
6626,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,NA
6627,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,NA
6632,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,NA
6633,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,NA
6637,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,NA
6638,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,NA
6639,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,NA
6886,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,NA
6889,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,NA
6899,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,NA
6900,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,NA
6910,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,NA
6912,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,NA
6916,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,NA
6917,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,NA
6918,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,NA
6922,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,NA
6925,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,NA
6926,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,NA
6927,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,NA
6928,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,NA
6934,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,NA
6981,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,NA
6982,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,NA
6985,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,NA
6986,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,NA
6988,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,NA
6992,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,NA
6996,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,NA
6998,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,NA
7003,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,NA
7006,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA
7011,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
7012,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,NA
7013,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,NA
7014,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,NA
7016,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
7020,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,NA
7021,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,NA
7022,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,NA
7048,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,NA
7223,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,NA
7241,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA
7267,0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,NA
7309,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,NA
7438,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,NA
7449,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,NA
7451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
7471,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,NA
7475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
7481,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,NA
7484,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,NA
7485,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,NA
7488,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA
7489,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA
7495,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,NA
7497,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,NA
7510,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
7511,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,NA
7512,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,NA
7513,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,NA
7823,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA
7925,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA
7980,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA
7981,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA
7982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
7993,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA
7994,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA
7995,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA
7998,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,NA
8021,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA
8025,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA
8045,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA
8046,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA
8050,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA
8052,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA
8057,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA
8065,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA
8067,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,NA
8068,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA
8070,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA
8074,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA
8081,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA
8082,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA
8090,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA
8095,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,NA
8098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA
8101,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA
8103,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA
8108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA
8116,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA
8118,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA
8122,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,NA
8125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA
8127,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA
8128,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,NA
8129,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA
8130,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA
8131,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA
8137,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA
8140,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA
8142,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA
8155,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA
8159,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA
8160,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA
8164,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA
8165,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,NA
