case number,CA-LOS ANGELES,CA-LOS GATOS,CA-SAN DIEGO,CA-WALNUT CREEK,DE-WILMINGTON,FL-CLEARWATER,IL-CHICAGO,MA-FRAMINGHAM,MA-SPRINGFIELD,MI-ANN ARBOR,NC-CHARLOTTE,NY-BUFFALO,NY-NEW YORK CITY,OH-COLUMBUS,OH-CLEVELAND HEIGHTS,OH-TOLEDO,PA-PHILADELPHIA,PA-PITTSBURGH,WA-KENT,WI-MADISON,NY-Westchester
3587,0.267549783,0.287594016,0.33486278,0.293514214,0.290543378,0.587475743,0.251204523,0.334081762,0.291641875,0.328266367,0.800061182,0.186821962,0.281759733,0.141394331,0.308660246,0.267549783,0.319848083,0.733782245,0.305612118,0.347285007,NA
3588,0.303433493,0.303433493,0.364982134,0.325537914,0.332052382,0.68363771,0.288309812,0.372975017,0.358179342,0.369820248,0.822235683,0.225990529,0.322313762,0.172283101,0.317111507,0.297317441,0.3667855,0.785769559,0.332052382,0.380097458,NA
3592,0.267863026,0.24347647,0.325904233,0.288061599,0.276387008,0.645359897,0.254096348,0.31562419,0.262967386,0.324730954,0.83577041,0.16122566,0.282180067,0.132789397,0.250936448,0.238296716,0.316839103,0.718173419,0.309344323,0.331709538,NA
3595,0.534925992,0.534925992,0.584603038,0.565967608,0.574979341,1.224316623,0.513254888,0.630268508,0.691523784,0.621763611,0.977382453,0.476837865,0.56148496,0.364019987,0.470377233,0.526205782,0.615887828,1.075591939,0.574979341,0.639671783,NA
3601,0.053997195,0.057586893,0.060407869,0.060424973,0.061399744,0.102999098,0.047442011,0.077890042,0.126932024,0.045259634,0.23803816,0.073311024,0.057586893,0.061507974,0.03513957,0.053133293,0.05293869,0.260151434,0.066497572,0.079122831,NA
3622,0.066912532,0.070304902,0.046852457,0.072952788,0.073855648,0.255246586,0.060579439,0.088684671,0.18313916,0.071031,0.138965118,0.058169962,0.070304902,0.047208228,0.04397099,0.066088492,0.064399208,0.305604975,0.078525932,0.089763377,NA
3623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3676,0.338977236,0.365489685,0.44627529,0.368865828,0.368865828,0.692347878,0.319725148,0.427985297,0.519653263,0.496394387,0.715348648,0.548758837,0.362126714,0.516682153,0.287852108,0.352119558,0.51254154,0.716763325,0.396314407,0.438688623,NA
3731,0.321375572,0.347234509,0.426698586,0.350535182,0.350535182,0.460750807,0.302665435,0.408618846,0.368911222,0.42012143,0.564730627,0.373151831,0.343948457,0.377725983,0.271813535,0.334180469,0.369838168,0.714403278,0.377435451,0.419192777,NA
3780,0.27584615,0.250132753,0.305193816,0.294788435,0.289299487,0.698556638,0.26022357,0.32311434,0.451049243,0.398747732,0.762946273,0.397281545,0.294788435,0.345964633,0.199913177,0.245186203,0.457247081,0.663766277,0.3173353,0.343761667,NA
3796,0.414975148,0.433755175,0.577955502,0.44822326,0.45311861,0.860272282,0.379173189,0.530830217,0.607788987,0.480210718,0.864293471,0.471760083,0.433755175,0.43326106,0.234009803,0.410371623,0.468940502,1.020169311,0.478136546,0.536289949,NA
3797,0.425278707,0.442873907,0.532778407,0.456396962,0.460966644,1.133189311,0.391586884,0.533177113,0.751585585,0.520360671,1.09690977,0.590657307,0.442873907,0.420614552,0.268900847,0.420957885,0.636368134,1.020067489,0.484277397,0.538231017,NA
3802,0.311184706,0.324877888,0.409386918,0.335349634,0.338877181,0.5988697,0.284780428,0.393763854,0.425397074,0.474653562,0.683680123,0.52216047,0.324877888,0.527887027,0.253044946,0.307811211,0.483110398,0.677713407,0.356778502,0.397538342,NA
3811,0.267961213,0.291309717,0.320430847,0.294330562,0.294330562,0.736174272,0.251398407,0.349168619,0.329950415,0.277654564,0.914847149,0.292587164,0.288311647,0.144023272,0.282019842,0.279453919,0.373810092,0.740389052,0.319317968,0.359525071,NA
3935,0.36916643,0.397353072,0.482855813,0.405542413,0.401440865,0.807652169,0.345689381,0.459864386,0.406817486,0.568541796,0.717701375,0.604771341,0.389220826,0.581542254,0.31091576,0.36916643,0.546901578,0.718531082,0.422075457,0.476835618,NA
3937,0.385791291,0.385791291,0.508993213,0.413354232,0.421467054,0.893213688,0.366899995,0.472331285,0.676644144,0.54144063,1.036416576,0.452476551,0.409337318,0.389520229,0.300235913,0.378154938,0.623641972,0.892680647,0.421467054,0.48116772,NA
3939,0.257800106,0.271917639,0.403979297,0.282896761,0.286631461,0.691114615,0.231322042,0.347190379,0.377069729,0.410560319,0.972416042,0.363671675,0.271917639,0.374744769,0.190535832,0.254363049,0.429461944,0.635927356,0.30587067,0.351530506,NA
3946,0.4036013,0.429403114,0.44158477,0.432658554,0.432658554,0.695772672,0.384585906,0.488664945,0.513670231,0.443205603,0.739024623,0.527105309,0.42615377,0.357738007,0.345338899,0.416444985,0.52458217,0.796928872,0.458888669,0.498618792,NA
3950,0.39436034,0.408323517,0.498510902,0.418895219,0.422436247,0.67991686,0.366964831,0.476310101,0.582250488,0.554141526,0.724196688,0.592997877,0.408323517,0.575505242,0.329467709,0.390895376,0.578854273,0.76926546,0.440254218,0.479935626,NA
3951,0.475846925,0.489104217,0.508127473,0.499058279,0.502376855,0.84551196,0.449452614,0.551967454,0.71047771,0.619473608,0.819942466,0.642081945,0.489104217,0.573958433,0.404772079,0.472537183,0.661613763,0.835653989,0.518960753,0.555247889,NA
3966,0.405930744,0.421243441,0.511815992,0.432829938,0.436709144,0.826743499,0.375874076,0.495563856,0.528249124,0.581287726,0.743836568,0.623040357,0.421243441,0.577179893,0.338795897,0.40212976,0.585693129,0.761811219,0.456212255,0.499510134,NA
3970,0.205876045,0.2237804,0.181185261,0.226094648,0.226094648,0.647008288,0.193159211,0.267992572,0.51188073,0.23147754,0.565994714,0.350744485,0.221483061,0.307912634,0.147507215,0.214692637,0.302868457,0.592768854,0.245214396,0.27587658,NA
3974,0.208745675,0.22682831,0.183790387,0.229164772,0.229164772,0.650892418,0.195895312,0.271432085,0.516242877,0.235165106,0.564461701,0.354731387,0.224508731,0.311646366,0.149716649,0.217651477,0.306568118,0.596977274,0.248460794,0.27937866,NA
3975,0.445905301,0.459058997,0.478007026,0.468962871,0.472269993,0.861981462,0.419841507,0.522006212,0.685068534,0.586098391,0.823118575,0.613931945,0.459058997,0.526492321,0.376093741,0.442627951,0.634124579,0.817425978,0.488836341,0.525317363,NA
3976,0.087286985,0.087286985,0.073635441,0.094979247,0.097285999,0.440465259,0.082142091,0.112200535,0.273632181,0.095063672,0.434526075,0.135556762,0.093844323,0.108997022,0.05851963,0.085194944,0.146220342,0.355423727,0.097285999,0.114872451,NA
3984,0.459325218,0.485787726,0.498172411,0.489104217,0.489104217,0.842012224,0.439619671,0.545393277,0.693824165,0.610042631,0.813988024,0.639025604,0.482472487,0.573958433,0.398392146,0.472537183,0.640508837,0.822491543,0.515646144,0.555247889,NA
4001,0.396954767,0.404162858,0.464526313,0.422499806,0.396954767,0.894892617,0.382761446,0.452742941,0.536178497,0.543692736,1.000248897,0.409418962,0.422499806,0.32678681,0.40761649,0.355291899,0.606553651,0.879325788,0.445081179,0.480063472,NA
4007,0.390063808,0.418786414,0.472908729,0.422454707,0.422454707,0.852840162,0.369276483,0.487271481,0.614804984,0.542642223,0.960408787,0.4632994,0.415135127,0.37776008,0.440668508,0.404284704,0.587811805,0.846643035,0.452395734,0.499157453,NA
4008,0.333071302,0.357851875,0.436014614,0.365169533,0.361497508,0.895230231,0.312857259,0.415298896,0.517255411,0.431352879,1.084415877,0.413440886,0.350639798,0.277378127,0.257531087,0.333071302,0.550993413,0.842653537,0.380121345,0.43160982,NA
4012,0.124240239,0.130703281,0.136586859,0.135736188,0.137449767,0.375167308,0.112135165,0.16538628,0.377644227,0.138221673,0.374940836,0.223511947,0.130703281,0.191950788,0.083964511,0.122667922,0.193079089,0.450244847,0.146291952,0.16740167,NA
4016,0.398328891,0.422938252,0.509921381,0.430046086,0.426488373,0.630129155,0.377631662,0.476823273,0.572115113,0.568485532,0.711296528,0.59699496,0.415862179,0.596847289,0.339629355,0.398328891,0.586420901,0.775520216,0.444345766,0.491337498,NA
4018,0.424790813,0.395893239,0.409346163,0.447638616,0.450923051,0.770860011,0.405455794,0.487271826,0.703369674,0.683708543,0.611189405,0.474704018,0.447638616,0.551789434,0.338112724,0.411871402,0.546136291,0.804955574,0.467403801,0.503861975,NA
4019,0.380141516,0.405463185,0.371466447,0.408667118,0.408667118,0.746737291,0.36156134,0.464108413,0.680752371,0.63156329,0.590734574,0.461492094,0.402267283,0.535331549,0.323429135,0.392730254,0.479914478,0.769052496,0.434556814,0.474025763,NA
4024,0.317899692,0.34035088,0.376589497,0.346905141,0.343620564,0.607201279,0.299302666,0.390840336,0.550957175,0.531250228,0.529328599,0.510486391,0.33385715,0.492482561,0.265816211,0.317899692,0.479474907,0.706552502,0.360187348,0.404762174,NA
4027,0.372839553,0.342803864,0.42807172,0.396912994,0.400396236,0.597946296,0.352690393,0.439304638,0.599728859,0.606877716,0.537763139,0.549378138,0.396912994,0.556409983,0.29135598,0.35935283,0.551029212,0.753128077,0.41795731,0.457270796,NA
4032,0.320378544,0.327844487,0.37880691,0.346888496,0.320378544,0.610946454,0.305721754,0.378383511,0.389930767,0.588240969,0.513314339,0.518196542,0.346888496,0.572734615,0.237678344,0.277574119,0.481427542,0.665269473,0.370400881,0.406820058,NA
4066,0.985202689,1.045326016,1.303596204,1.062797364,0.99368996,2.100785371,0.959953976,1.098103629,1.247138101,1.36504382,2.461208403,1.008473359,1.027981594,0.855560484,0.811549568,0.86236121,1.476160852,1.857495882,1.071579306,1.160961533,NA
4223,0.499215259,0.522005309,0.789402222,0.539601065,0.545562718,1.069116645,0.455906977,0.640831526,0.786890994,0.768683225,1.456271072,0.45513007,0.522005309,0.581678774,0.371490973,0.493636813,0.658572953,1.120618838,0.576098002,0.647575017,NA
4224,0.323863007,0.323863007,0.422379865,0.346521392,0.353130868,0.445875495,0.308162257,0.39390057,0.364805207,0.424135476,0.570709957,0.35227673,0.343238539,0.360081808,0.268328728,0.317532429,0.389627342,0.721911246,0.353130868,0.400859395,NA
4226,0.243094635,0.218319725,0.362446012,0.263842091,0.26691324,0.401196017,0.226343791,0.302484482,0.232236572,0.322684112,0.696616847,0.172490274,0.263842091,0.157115905,0.253646022,0.231822674,0.297337537,0.688821589,0.282674494,0.319742037,NA
4227,0.176532786,0.184384529,0.151236161,0.190448826,0.192503859,0.435610111,0.161621543,0.225358764,0.339575256,0.157996905,0.420849993,0.183368267,0.184384529,0.164641215,0.120875799,0.174611381,0.18232646,0.568159992,0.203032122,0.227684547,NA
4228,0.200599547,0.209249715,0.172576982,0.21591532,0.218171092,0.566252393,0.184109954,0.254028556,0.50705457,0.25647733,0.505571498,0.249545349,0.209249715,0.323130135,0.138632238,0.198479333,0.25134425,0.591310666,0.229703803,0.256552228,NA
4229,0.171413503,0.179826629,0.187444669,0.186345615,0.188558711,0.367756014,0.155528462,0.224183185,0.469456304,0.224569947,0.38694871,0.236884539,0.179826629,0.321278731,0.117904159,0.169359639,0.213385756,0.544271458,0.199926674,0.226720437,NA
4230,0.520889783,0.520889783,0.594055254,0.554573579,0.564419069,1.268776215,0.497587921,0.625464018,0.750627124,0.529765736,1.034217987,0.688744862,0.54968731,0.36846516,0.392582675,0.511492078,0.695728509,1.109077777,0.564419069,0.635953168,NA
4232,0.217522979,0.196087432,0.29794636,0.235330968,0.23795569,0.383916154,0.20304996,0.268137951,0.239254132,0.255555976,0.581195284,0.310638743,0.235330968,0.208809866,0.161255872,0.207793058,0.325921274,0.597038526,0.251379143,0.282632549,NA
4234,0.182589151,0.200559173,0.277636555,0.205956799,0.185069963,0.565159095,0.175315622,0.217112096,0.231604071,0.310647028,0.723950867,0.20048414,0.19527977,0.26411598,0.137922237,0.148659527,0.244428106,0.518130981,0.208700371,0.237814924,NA
4235,0.368592661,0.335467465,0.474854888,0.39256353,0.38565602,0.593103439,0.348545462,0.427698017,0.493942836,0.586541103,0.656633836,0.431004765,0.39256353,0.572458788,0.275851811,0.329020435,0.496537552,0.738018235,0.420600353,0.452756462,NA
4236,0.360824802,0.328035019,0.46650216,0.384598206,0.377743694,0.585087951,0.340971936,0.419512142,0.485564802,0.577618664,0.654414951,0.422802357,0.384598206,0.564233854,0.269205111,0.321661687,0.488157962,0.731265144,0.412452421,0.444463455,NA
4289,0.284265926,0.296237673,0.333351118,0.305405318,0.30849629,0.565407846,0.261219777,0.356816366,0.525652715,0.480106747,0.515361463,0.47053269,0.296237673,0.452635017,0.230591921,0.281318963,0.436191271,0.667884475,0.324206083,0.360157867,NA
4297,0.416332754,0.442344806,0.454601097,0.445621735,0.445621735,0.777238179,0.39711693,0.501821916,0.655492783,0.565434508,0.797775707,0.597810573,0.439072888,0.548507777,0.357333648,0.42928996,0.599356981,0.794976175,0.471983942,0.511775532,NA
4298,0.392174771,0.420203036,0.503485912,0.423747057,0.423747057,0.687185611,0.371599818,0.484904505,0.57647736,0.560606384,0.718669989,0.604758602,0.416667224,0.590936678,0.337118163,0.406112454,0.56950999,0.762815903,0.452352485,0.4957975,NA
4299,0.468383153,0.494889851,0.507277666,0.498208276,0.498208276,0.921465778,0.448611437,0.554408101,0.701506521,0.614199834,0.839533623,0.647384141,0.491571877,0.530017157,0.40715334,0.481623573,0.648851902,0.826790366,0.524736818,0.564223436,NA
4302,0.13363304,0.122047724,0.144180536,0.146262944,0.137131438,0.549321428,0.131915925,0.162083214,0.368542584,0.157930467,0.497740908,0.155625918,0.148157286,0.157286732,0.056840506,0.118918373,0.195218136,0.425538491,0.155969785,0.177237641,NA
4303,0.458026887,0.432907497,0.566922322,0.483361483,0.465248981,0.781953165,0.454422252,0.512412746,0.59261848,0.633875523,0.758749107,0.627349824,0.486990769,0.614107308,0.355451402,0.4257877,0.644129626,0.801661767,0.501517807,0.537770668,NA
4304,0.363077828,0.386909819,0.476173909,0.393825391,0.366444559,0.563609062,0.353058937,0.40778238,0.37489043,0.357616387,0.708670787,0.572368611,0.380039551,0.329156043,0.274009639,0.314324208,0.535309073,0.742229402,0.397299387,0.432555903,NA
4306,0.44522776,0.471586487,0.483949865,0.474895565,0.474895565,0.776711513,0.425650878,0.531249771,0.55606444,0.487953533,0.757737138,0.569310324,0.468279904,0.380813871,0.384833726,0.458378004,0.566827314,0.823619722,0.501423195,0.541153035,NA
4307,0.440122286,0.466432883,0.478783571,0.469737945,0.469737945,0.726114962,0.420599697,0.526093304,0.55095021,0.484358924,0.74501842,0.564229104,0.463130764,0.392842538,0.379946494,0.453244933,0.561739351,0.820921611,0.496249744,0.536010361,NA
4313,0.63301984,0.572922654,1.010254109,0.682395921,0.689631374,0.971786258,0.592522432,0.772065838,0.504314619,0.781260868,1.414223438,0.621388054,0.682395921,0.438802942,0.463787286,0.605830661,0.878081648,1.282282519,0.726467345,0.811160333,NA
4314,0.387525616,0.359578373,0.418599592,0.409797032,0.413011421,0.666348276,0.368799261,0.448802087,0.476967561,0.481651062,0.696621508,0.379647177,0.409797032,0.337626824,0.304427105,0.375000688,0.46482524,0.789151778,0.429189627,0.465271005,NA
4344,0.352328273,0.325570072,0.388630722,0.373811456,0.361468179,0.638395388,0.33733512,0.402170241,0.410291635,0.431973408,0.682339072,0.326999417,0.367618128,0.304706855,0.245377865,0.319767859,0.414565132,0.74757701,0.395804048,0.418226355,NA
4348,0.38310615,0.352708527,0.493935001,0.40741186,0.393459127,0.611305038,0.366088381,0.439324203,0.513040627,0.598731183,0.661944721,0.439069654,0.400415306,0.591046744,0.267965795,0.346102726,0.504740916,0.744525333,0.4321793,0.457290509,NA
4353,0.233660549,0.233660549,0.309175849,0.255413879,0.261915754,0.786717381,0.219060176,0.303658079,0.432018887,0.415366003,0.863173825,0.320997976,0.252211057,0.439058931,0.168409733,0.227727876,0.343329096,0.64712555,0.261915754,0.311075015,NA
4354,0.213213156,0.213213156,0.183833753,0.229215838,0.233940051,0.578370856,0.202290958,0.263684968,0.516315065,0.280628772,0.506305445,0.256550506,0.226879009,0.337196694,0.149753451,0.208793424,0.273935499,0.609752665,0.233940051,0.268871785,NA
4355,0.492783136,0.492783136,0.525061693,0.516007329,0.522634512,0.813376788,0.476207641,0.562150051,0.716202144,0.691145495,0.77809809,0.553005147,0.51269148,0.62761391,0.424451005,0.486148989,0.628641294,0.845195634,0.522634512,0.568673546,NA
4916,0.165387053,0.183129266,0.265409489,0.188481345,0.185789316,0.303657695,0.151362976,0.22647059,0.115738541,0.17620196,0.728723688,0.263926139,0.177904295,0.121648974,0.192545346,0.165387053,0.282914455,0.502216411,0.199573089,0.239310094,NA
4918,0.207819863,0.22887351,0.32223189,0.231620801,0.231620801,0.472013211,0.193085756,0.282364932,0.332581346,0.371605949,0.762493237,0.203186336,0.226152135,0.276376451,0.242726941,0.218142549,0.291664026,0.595238222,0.25454234,0.292124007,NA
4919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4921,0.184620604,0.189423822,0.316335576,0.201909954,0.184620604,0.44686073,0.175333038,0.223359996,0.309304926,0.290705427,0.887137443,0.227841056,0.201909954,0.228599913,0.123595765,0.157986999,0.337433572,0.516455819,0.217823341,0.243681784,NA
4924,0.478779733,0.478779733,0.664994409,0.514394024,0.524857699,1.154185949,0.45432341,0.590210844,0.863068999,0.742240909,1.011972728,0.54653736,0.509209688,0.678129035,0.312750605,0.46889772,0.64779531,1.064925979,0.524857699,0.601513579,NA
4934,0.331110682,0.357361679,0.465045946,0.365116205,0.361224878,0.75090601,0.309717104,0.418229833,0.393371495,0.309828806,0.920706841,0.56891329,0.349719869,0.231545069,0.29449951,0.331110682,0.538303838,0.837776039,0.380961552,0.435496703,NA
4945,0.329269415,0.342230221,0.42838888,0.35210907,0.355430848,0.616382326,0.304125037,0.406777857,0.512384376,0.477447597,0.705267666,0.523458093,0.342230221,0.505469175,0.270307183,0.326068451,0.508899243,0.713566888,0.372244117,0.410288775,NA
6572,0.103682156,0.114992906,0.102651426,0.119504027,0.109209118,0.293041251,0.099700661,0.132286054,0.358038269,0.150343158,0.173819522,0.130950206,0.116479907,0.186632124,0.064985301,0.086243867,0.122788298,0.403899826,0.124167289,0.148031353,NA
6621,0.196243203,0.178079816,0.168700768,0.211314292,0.213535085,0.464099845,0.18398353,0.239080224,0.347956651,0.187833097,0.422977655,0.19104058,0.211314292,0.175503333,0.126337882,0.188002877,0.211235911,0.599749868,0.224893226,0.251362858,NA
6622,0.083537336,0.074055638,0.092265175,0.091661238,0.092878195,0.150107265,0.077100716,0.107248657,0.170857213,0.074719449,0.288970445,0.090151294,0.091661238,0.086842706,0.051212864,0.079194091,0.089655827,0.359023015,0.099182783,0.114405689,NA
6628,0.137837608,0.152241521,0.155071553,0.15412631,0.15412631,0.381379721,0.12780055,0.189143067,0.402614758,0.153990706,0.451006295,0.274909417,0.150375684,0.249289214,0.097390298,0.144890966,0.207562947,0.472718592,0.169896953,0.195919111,NA
6629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6630,0.169056949,0.187545108,0.19049609,0.189962259,0.189962259,0.627188278,0.156165625,0.234710636,0.463563041,0.192233682,0.495217019,0.343914776,0.185151684,0.259132366,0.12046511,0.178113208,0.245781827,0.532591737,0.210158415,0.243323523,NA
6634,0.464964306,0.500031799,0.596256708,0.5045259,0.5045259,1.036598757,0.439709617,0.58459048,0.598359491,0.501163294,1.034338275,0.477638039,0.495562133,0.29874868,0.33937999,0.48230043,0.581953107,0.991295756,0.541349507,0.599421188,NA
6635,0.180650142,0.196904645,0.158381329,0.199012214,0.199012214,0.451857024,0.16915958,0.237431166,0.342900807,0.167586475,0.405362134,0.195835946,0.194813967,0.178044526,0.128277944,0.188643063,0.182553092,0.568532753,0.21648237,0.244716666,NA
6636,0.15530396,0.169750356,0.135642334,0.171629393,0.171629393,0.504288886,0.145140002,0.206122467,0.426512259,0.170591401,0.551395204,0.276999209,0.167887721,0.253106277,0.10929964,0.162397706,0.235537495,0.507948397,0.18725773,0.212715252,NA
6906,0.524893451,0.524893451,0.799572893,0.565876095,0.577983597,1.124905513,0.496946586,0.654327546,0.764955029,0.785085404,1.641753479,0.632049033,0.559888679,0.589114728,0.459055138,0.513582245,0.866542843,1.190339836,0.577983597,0.667663507,NA
6907,0.193771476,0.20870203,0.170221223,0.213120348,0.210902711,0.56325529,0.181631323,0.243487888,0.483003127,0.217207603,0.555750395,0.322001626,0.204351522,0.29305751,0.136663308,0.193771476,0.29534278,0.584074966,0.222160386,0.253401226,NA
6908,0.165027044,0.179523358,0.184931319,0.183843668,0.181673522,0.364634669,0.153362289,0.213890748,0.443715925,0.18894414,0.435421163,0.306635216,0.175282771,0.290786102,0.116189911,0.165027044,0.252747713,0.536543038,0.192724975,0.223825523,NA
6909,0.143534175,0.157089351,0.125141862,0.158855053,0.158855053,0.577095372,0.134018286,0.191373928,0.404019673,0.161261456,0.48102287,0.240511271,0.15533965,0.199568718,0.100601087,0.150185904,0.219265555,0.4847916,0.173563899,0.197612406,NA
